hnm_code,hn_exclusive,hn_premier,hn_advantage,hn_standard_plus,hn_standard,hn_basic_plus,hn_basic,provider_name,google_name,city,type,group_name,tel_no,area,location
M931,✔,✔,✔,✔,✔,✔,✖,AL FARHAN MEDICAL CENTRE,Al Farhan Medical Centre Baniyas East,ABU DHABI,MEDICAL CENTER,AL FARHAN MC,25833417,BANIYAS,BANIYAS EAST-9  BEHIND AL SULATNA BAKERY
M1098,✔,✔,✔,✔,✔,✔,✔,LLH MEDICAL CENTRE ALNAJDA LLC (EX. AL FUAD MEDICAL CENTRE L.L.C.),"Llh Medical Centre, Al Najda",ABU DHABI,MEDICAL CENTER,BURJEEL HOLDINGS,(02) 559 9444,AL DANAH,"Mezannine Floor, H.E. Shaikh Abdulla Bin Butti Al Hamed Bldg, Sheikh Fatima Bint Mubarak Street, Abu Dhabi"
M508,✔,✔,✔,✔,✔,✔,✔,Al Jasrain Medical Center,Al Jusrain Medical Centre,ABU DHABI,MEDICAL CENTER,SADD MAAREB MEDICAL GROUP,02-4473711,UMM AL NAR,"Umm Al Nar, Abu Dhabi"
M169,✔,✔,✔,✔,✔,✔,✔,AL KAMAL MEDICAL POLY CLINICS - L.L.C - S.P.C (EX. AL KAMAL MEDICAL CENTER),Al Kamal Medical Centre,ABU DHABI,MEDICAL CENTER,AL KAMAL MEDICAL CENTRE,02-6651464,AL KHALIDYA,"next to Sheraton Hotel, Khalidiya, P.O. Box: 4000"
M352,✔,✔,✔,✔,✔,✖,✖,AL KHAZNA HEALTHCARE CENTER,Seha Clinics Al Khazna عيادات صحة الخزنة,ABU DHABI,MEDICAL CENTER,SEHA,02 566 1350,AHS,Al Khazna Area Al Ain
M699,✔,✔,✔,✔,✔,✔,✔,AL KHAZNA MEDICAL CENTER,Al Khazna Medical Center,ABU DHABI,MEDICAL CENTER,AL KHAZNA MEDICAL CENTER GROUP,02-5560042,MUSAFFAH,"M2, PLOT C169, SHABIYA-9, MUSAFFAH, ABUDHABI"
M353,✔,✔,✔,✔,✔,✖,✖,AL MADINA HEALTHCARE CENTER,Al Madina Occupational Health Center مركز المدينة للصحة المهنية,ABU DHABI,MEDICAL CENTER,SEHA,800 50,AHS,Electra Street in the Madinat Zayed district of Abu Dhabi
M1158,✔,✔,✔,✔,✔,✖,✖,Al Mafraq Dental Center,Al Mafraq Dental Center- Abu Dhabi,ABU DHABI,MEDICAL CENTER,SEHA,02 582 3695,TAWAM CAMPUS,Baniyas Abu Dhabi
M404,✔,✔,✔,✔,✖,✖,✖,AL MAFRAQ MEDICAL CENTER,Al Mafraq Medical Center,ABU DHABI,MEDICAL CENTER,AL SALAMA HOSPITAL GRP,02-5833500,BANIYAS,"1st Floor, Al Ghawas Bldg., Near Lulu Center, Baniyas East 8, Abu Dhabi, UAE, P.O. Box: 46266, Abu Dhabi"
M334,✔,✔,✔,✔,✔,✖,✖,AL MAQTAA HEALTHCARE CENTER,مركز المقطع الصحي,ABU DHABI,MEDICAL CENTER,SEHA,02-5757875,AHS,30th St. Khaleej Al Rabi Maqta Road Abu Dhabi
L044,✔,✔,✔,✔,✔,✔,✔,AL MARIA MEDICAL CENTER,Al Maria Medical Centre - مركز المارية الطبي,ABU DHABI,MEDICAL CENTER,-,02-6331330,ELECTRA,"9?F Nasser Al Mansoori Bldg, Electra St., P.O. Box: 25109"
M869,✔,✔,✔,✔,✔,✔,✔,AL MUROJ MEDICAL CENTER,Al Muroj Medical Center,ABU DHABI,MEDICAL CENTER,-,02-5845622,AL KABRATH BANIYAS WEST,"Al Kabrath Baniyas West Abu Dhabi, UAE; P.O. Box:93708"
M672,✔,✔,✔,✔,✔,✖,✖,Al Mushrif Children’s Specialty Center,Al Mushrif Children'S Specialty Center مركز المشرف التخصصي للأطفال,ABU DHABI,MEDICAL CENTER,SEHA,02 8191568,AHS,Mushrif Area  Airport Road nearby Al-Nahda School AUH
M886,✔,✔,✔,✔,✔,✔,✔,AL NASEEM MEDICALCENTER LLC,Al Naseem Medical Center Llc,ABU DHABI,MEDICAL CENTER,-,26399090,HAMDAN STREET,Behind the home centerHamdan streetAhalia pharmacy building Flat-102
M448,✔,✔,✔,✔,✔,✔,✔,Al Qabail Medical Centre LLC,Al Qabail Medical Center,ABU DHABI,MEDICAL CENTER,-,02-5575531,MUSAFFAH,"Shop 9&10, Al Jimi Workers Village, ICAD Road, Musaffah, Abu Dhabi, P.O. Box: 44850, Abu Dhabi"
M801,✔,✔,✔,✔,✔,✔,✔,AL QUDWAH MEDICAL CENTER,Alqudwah Medical Center,ABU DHABI,MEDICAL CENTER,-,02-6214421,ELECTRA STREET,"FLAT# 101, AL SADAF FASHION BUILDING, NEAR HAMED CENTER"
M184,✔,✔,✔,✔,✔,✖,✖,AL RAFA MEDICAL CENTER - ABU DHABI,Aster Clinic,ABU DHABI,MEDICAL CENTER,DM HEALTHCARE LLC,02 6266672,KHALIDIYA,"United Square Building, Near Khalidiya Mall, Khalidiya, Abu Dhabi UAE"
M176,✔,✔,✔,✔,✔,✖,✖,AL RAWDAH GERMAN MEDICAL CENTER,Al Rawdah German Medical Center,ABU DHABI,MEDICAL CENTER,-,02-6520281,KARAMA,"Al Karama, 24 st. Behind Al Rawdah Family Clinic, P.O. Box: 61822"
M333,✔,✔,✔,✔,✔,✖,✖,AL ROWDA HEALTHCARE CENTER,Seha Clinics Al Rowda عيادات صحة الروضة,ABU DHABI,MEDICAL CENTER,SEHA,02-610 2000,AHS,11th Street Al Karama Abu Dhabi
M360,✔,✔,✔,✔,✔,✖,✖,AL SAMHA HEALTH CENTER,Seha Clinics Al Samha عيادات صحة السمحة,ABU DHABI,MEDICAL CENTER,SEHA,5620048,AHS,Al Samha Bridge Middle Region Abu Dhabi
M376,✔,✔,✔,✔,✔,✖,✖,AL SHAMKHA HEALTHCARE CENTER,Seha Clinics Al Shamkha عيادات صحة الشامخة,ABU DHABI,MEDICAL CENTER,SEHA,800 50,AGH,Area 20 31st St. Abu Dhabi-Sweihan Road Shamka
M1118,✔,✔,✔,✔,✔,✔,✔,AL TADAMON MEDICAL CENTRE,Al Tadamon Medical Centre,ABU DHABI,MEDICAL CENTER,-,02-5636799,MUSSAFAH-41,"SHOP NO.18,19, MUSSAFAH-41, ICAD RESIDENTIAL CITY, ABU DHABI, U.A. E"
M704,✔,✔,✔,✔,✔,✔,✔,AL WAHDA MEDICAL CENTRE,Al Wahda Medical Center,ABU DHABI,MEDICAL CENTER,AL WAHDA MEDICAL CENTER,971 2 6418383,OPP. AL WAHDA MALL,"BUILDING NUMBER 2179, M F LOOR, DEFENCE ROAD, ABU DHABI"
M303,✔,✔,✔,✔,✔,✖,✖,AL ZAFARANAH HEALTHCARE CENTER,Al Zafaranah Diagnostic And Screening Centre العيادات الخارجية فرع الزعفرانة,ABU DHABI,MEDICAL CENTER,SEHA,27113790,AHS,Abu Dhabi Medical District Abu Dhabi
M180,✔,✔,✔,✔,✔,✖,✖,AL ZAHRA MEDICAL CENTER,Al Zahra Medical Centre,ABU DHABI,MEDICAL CENTER,-,02-6334073,HAMDAN,"Between Hamdan & Electra St,Above Akbar Travels, 1/F, P.O. Box: 28020"
M993,✔,✔,✔,✔,✔,✔,✔,ALAFIA GHYATHI MEDICAL CENTRE L.L.C,Al Afia Ghayathi Medical Centre,ABU DHABI,MEDICAL CENTER,-,02-8743164,AL DHAFRA REGION,"Industrail Sector 18, (Opposite to Main Mosque), Sanaiya 2, Gayathi , Al Dhafra Region, Abu Dhabi- UAE"
M813,✔,✔,✔,✔,✔,✔,✔,Alpha Medical Centre L L C,Nmc-Alpha Medical Centre Llc,ABU DHABI,MEDICAL CENTER,NMC HEALTHCARE,02-5558383,MUSAFFAH,"Al Firdous Centre,Sanayya-M3,Musaffah,Abudhabi"
M271,✔,✔,✔,✔,✖,✖,✖,AMRITA MEDICAL CENTRE,Amrita Medical Center مركز عمريتا الطبي,ABU DHABI,MEDICAL CENTER,AMC GROUP,02 6661555,KHALIDIYA,Hamdan Bin Mohammed St - near Family Park - Al Khalidiyah - W7-01 - Abu Dhabi
M1040,✔,✔,✔,✔,✔,✔,✔,ANSARI MEDICAL CENTRE - L L C,Ansari Medical Centre Llc,ABU DHABI,MEDICAL CENTER,-,02-6394139,AL NASR STREET,"Ansari Medical Centre LLC, Near Old Fish Market, Al Nasr Street, Abu Dhabi, P.O. Box:27467"
M238,✔,✔,✔,✔,✔,✔,✔,APOLLO MEDICAL CENTRE,Apollo Medical Centre Sole Proprietorship Llc,ABU DHABI,MEDICAL CENTER,APOLLO MEDICAL CENTRE GROUP,02-6397733,HAMDAN STREET,M Floor Royal Gift Collection Building - Hamdan Bin Mohammed St - Abu Dhabi
M292,✔,✔,✔,✔,✖,✖,✖,ASAB CLINIC,Asab Clinic,ABU DHABI,MEDICAL CENTER,ADNOC GROUP,02-6023882,ASAB,"Western Region, Abu Dhabi"
A178,✔,✔,✔,✔,✔,✔,✔,ASTER PRIMARY CARE L.L.C.,"Aster Clinic - Musaffah, Abu Dhabi",ABU DHABI,MEDICAL CENTER,DM HEALTHCARE LLC,02 5557078,MUSAFFAH,"Near 1St Signal (Masjid), M-9 Musaffah, Abu Dhabi UAE"
A187,✔,✔,✔,✔,✔,✔,✔,BANIYAS AHALIA MEDICAL CENTER,Baniyas Ahalia Medical Centre Icad,ABU DHABI,MEDICAL CENTER,AL AHALIA MEDICAL GROUP,02-5510606,BANIYAS,Near Ahmed Salem Al - Mahrami Mosque Opp Al Madina hypermarket Mussaffah – 37
M363,✔,✔,✔,✔,✔,✖,✖,BANIYAS HEALTHCARE CENTER,Seha Clinics Baniyas عيادات صحة بني ياس,ABU DHABI,MEDICAL CENTER,SEHA,02-8779215,AHS,East Baniyas Mafraq area behind Mafraq  Bridge  Civil Def AUH
M1041,✔,✔,✔,✔,✔,✔,✔,BANIYAS MEDICAL CLINICS,Baniyas Medical Clinics مجمع بني ياس الطبي وطب الاسنان,ABU DHABI,MEDICAL CENTER,-,02-5831116,BAIYAS EAST 9,"BANIYAS CITY- EAST 9-BESIDE BANIYAS CO OPERATIVE, ABU DHABI - UAE"
M044,✔,✔,✔,✔,✔,✔,✔,BASEL MEDICAL CENTRE,Basel Medical Centre,ABU DHABI,MEDICAL CENTER,-,02-6316831,AL MARKAZIYAH,"Zayed the First St,. Khalidya Tower Bldg, P.O. Box: 2099"
M374,✔,✔,✔,✔,✔,✔,✔,BEDA AL MUTAWA CLINIC,Beda Al Mutawa Medical Center | مركز بدع المطاوعة الطبي,ABU DHABI,MEDICAL CENTER,SEHA,02-8070000,WESTERN REGION,Ghayathi Area Abu Dhabi
M1167,✔,✔,✔,✔,✔,✖,✖,Behavioral Sciences Pavilion,Behavioral Sciences Pavilion,ABU DHABI,MEDICAL CENTER,SEHA,02-8190000,"AL KARAMA STREET, BESIDE SHEIKH KHALIFA MEDICAL CITY, AUH",Al Karama Street beside Sheikh Khalifa Medical City AUH
M447,✔,✔,✔,✔,✔,✖,✖,BIOLIFE MEDICAL CENTER LLC,مركز بيولايف الطبي لطب و تقويم الأسنان Biolife Medical Center,ABU DHABI,MEDICAL CENTER,-,02-5559495,MUSAFFAH,"Mezzanine Floor, C117, Shabia ME9, Musaffah, Abu Dhabi, P.O. Box: 44850, Abu Dhabi"
M1082,✔,✔,✔,✔,✔,✔,✔,BLUE OCEAN MEDICAL CENTER,Blue Ocean Medical Center,ABU DHABI,MEDICAL CENTER,-,25515590,MOHAMED BIN ZAYED CITY,Abu Dhabi-Musaffah Shabiya ME10-Mohamed Bin Zayed City
M1244,✔,✔,✔,✔,✔,✔,✔,BREEZE MEDICAL CENTRE L.L.C.,Breeze Medical Centre Llc,ABU DHABI,MEDICAL CENTER,-,02-8869855,AL DHAFRA,"Al Dafra Co-Operative building, Madinat Zayed, Al Dhafra, Abu Dhabi."
M290,✔,✔,✔,✔,✖,✖,✖,BUHASA CLINIC,Adnoc Clinic,ABU DHABI,MEDICAL CENTER,ADNOC GROUP,02-6023882,BUHASA,"Western Region, Abu Dhabi"
M199,✔,✔,✔,✔,✖,✖,✖,BURJEEL HOME CARE SERVICES L.L.C.,Burjeel Home Care,ABU DHABI,MEDICAL CENTER,BURJEEL HOLDINGS,02-6415533,DEFENSE,"Defense Street, P.O. Box: 51523"
M546,✔,✔,✔,✖,✖,✖,✖,BURJEEL MEDICAL CENTER AL SHAMKHA LLC,"Burjeel Medical Center, Al Shamkha",ABU DHABI,MEDICAL CENTER,BURJEEL HOLDINGS,02-2051302,AL SHAMKHA,"Makani Mall, Al Shamkha, Abu Dhabi"
M576,✔,✔,✔,✖,✖,✖,✖,Burjeel Medical center Alzeina LLC,Burjeel Medical Centre Al Zeina,ABU DHABI,MEDICAL CENTER,BURJEEL HOLDINGS,02-2054306,AL ZEINA,"Al Zaina, Al Raha Beach, Abu dhabi"
M409,✔,✔,✔,✔,✖,✖,✖,BURJEEL DAY SURGERY CENTRE SHAHAMA - L.L.C (ex. BURJEEL MEDICAL CENTRE LLC),"Burjeel Day Surgery Centre, Al Shahama",ABU DHABI,HOSPITAL,BURJEEL HOLDINGS,02-5821555,"DEERFIELDS,AL SHAHAMA","Unit G14-A, Deerfields Townsquare Shopping Centre, Al Bahia, Abu Dhabi, P.O. Box: 129067, Dubai"
M919,✔,✔,✔,✔,✔,✔,✖,BURJEEL OASIS MEDICAL CENTRE L.L.C,Llh Oasis Medical Centre,ABU DHABI,MEDICAL CENTER,BURJEEL HOLDINGS,02-894 6666,AL DHAFRA,"AlDhafra region, Madinat Zayed Main street, P.O. Box:7400, Abu Dhabi"
M819,✖,✖,✖,✖,✖,✔,✔,CANADIAN MEDICAL CENTER LLC,Canadian Medical Center Cmc Abu Dhabi,ABU DHABI,MEDICAL CENTER,CANADIAN MEDICAL CENTER GROUP,02-5551231,DELMA,"DELMA STREET ,BUILDING NUMBER 1791 ,NEAR UNIVERSAL HOSPITAL ,ABUDHABI"
M820,✖,✖,✖,✖,✖,✔,✔,CANADIAN MEDICAL CENTER LLC BRANCH-2,Canadian Medical Center - Clinic Inside Zayed University,ABU DHABI,MEDICAL CENTER,CANADIAN MEDICAL CENTER GROUP,02-5551231,ABUDHABI UNIVERSITY,"ABUDHABI UNIVERSITY ,ABUDHABI"
M177,✔,✔,✔,✔,✔,✖,✖,CARE WELL MEDICAL CENTER,Care Well Medical Center,ABU DHABI,MEDICAL CENTER,CARE WELL GROUP,02-6728966,HAMDAN,"Above National Cinema Bldg, Flat 207 2/F, Al Najda St., P.O. Box: 44562"
M178,✔,✔,✔,✔,✔,✖,✖,CARE WELL MEDICAL CENTER-BRANCH,Care Well Medical Center-Branch,ABU DHABI,MEDICAL CENTER,CARE WELL GROUP,02-5510598,SANAIYA,"M-37, Municipality Bldg. 1/F Sanaiya., P.O. Box: 44562"
M179,✔,✔,✔,✔,✔,✖,✖,CARE WELL MODERN MEDICAL CENTER,Care Well Modern Medical Center,ABU DHABI,MEDICAL CENTER,CARE WELL GROUP,02-5538801,MUSAFAH,"Above Family Clinic, Flat 101, Madinat Zayed St., P.O. Box: 48373"
M247,✔,✔,✔,✔,✔,✔,✔,CENTRAL CLINIC LLC,Central Clinic,ABU DHABI,MEDICAL CENTER,RADICON GROUP,02-6323497,HAMDAN,"1st Floor, Hallami Centre Bldg., Hamdan Street, P.O. Box: 7422"
M785,✔,✔,✔,✔,✔,✔,✔,Charisma Medical Center LLC,Charisma Medical Centre Llc(Dental Clinic),ABU DHABI,MEDICAL CENTER,-,02-6775775,HAMDAN STREET,"Hamdan st. Ziani Area –behind Emirates Tower,Near Russian Embassy ,Ziany Area , Hamdan street,P.O. Box:70074,Abu Dhabi"
M1126,✔,✔,✔,✔,✔,✔,✔,CHC MEDICAL CLINIC - SOLE PROPRIETORSHIP L.L.C.,Chc Medical Clinic - Sole Proprietorship L.L.C.,ABU DHABI,MEDICAL CENTER,YAS CLINIC GROUP ( MEDILIFE SOLE PROPRIETORSHIP L.L.C.),02-5463530,VILLAGE INN 1- AL MAFRAQ,Village inn 1- Al Mafraq Workers City Labor Camp; Abu Dhabi; UAE
M066,✔,✔,✔,✔,✔,✔,✔,CONSULTANT’S MEDICAL CENTRE,Consultants Medical Centre (Cmc),ABU DHABI,MEDICAL CENTER,-,02-6794100,HAMDAN,"Hamdan St, Tourist Club Area, besides Al Salama Hospital, Al Fahim Bldg, P.O. Box: 46358"
M1174,✔,✔,✔,✔,✔,✔,✔,COSMPOLITAIN MEDICAL CENTRE,Cosmopolitan Medical Centre Sp Llc,ABU DHABI,MEDICAL CENTER,COSMOPOLITAN GROUP,97125555328,AL BIOUTH ALDHAFRA,201 First Floor Hameem Mall Al Biouth Al Dhafra Abu Dhabi UAE
M815,✔,✔,✔,✔,✔,✔,✔,MISBAH MEDICAL CENTER - L.L.C - O.P.C (EX. DAAR AL MISBAH MEDICAL CENTER),Misbah Medical Center Llc O.P.C,ABU DHABI,MEDICAL CENTER,-,26213119,MUSSAFAH 11,12 TH STREET NEAR BANGALI MASK M11 SANAYA MUSSAFAH ABU DHABI
M293,✔,✔,✔,✔,✖,✖,✖,DABBAYIA CLINIC,Dabbayia Clinic,ABU DHABI,MEDICAL CENTER,ADNOC GROUP,02-6023882,DABBAYIA,"Western Region, Abu Dhabi"
M543,✔,✔,✔,✖,✖,✖,✖,DANAT AL EMARAT CLINIC FOR WOMEN & CHILDREN L.L.C,مشفى دانه الإمارات,ABU DHABI,MEDICAL CENTER,HEALTH PLUS MEDICAL SERVICES,02-6266805,KHALIFA STREET,"Office No. P04, Liberty Tower, Khalifa Street, Abu Dhabi"
M183,✔,✔,✔,✔,✔,✔,✔,DAR AL SHIFA MEDICAL CENTRE,Aster Clinic,ABU DHABI,MEDICAL CENTER,DM HEALTHCARE LLC,02 6456100,NADI AL SYAHI,"Bldg No 137, Al Nowais Bldg, Electra St Tourist Club Area, Behind Dana Hotel, Abu Dhabi, UAE"
M789,✔,✔,✔,✔,✔,✔,✔,DIAMOND  MEDICAL CENTER,Diamond  Medical Center,ABU DHABI,MEDICAL CENTER,AL ZUBAIDI GROUP,05-07958876,SANAYIA,"MADINA MARKET STREET ,NEAR ZAM ZAM PHARMACY ,SANAYIA ,P.O. Box:14563,AL AIN"
M670,✔,✔,✔,✔,✔,✖,✖,DISEASE PREVENTION AND SCREENING CENTER- ABU DHABI,Disease Prevention And Screening Center- Abu Dhabi,ABU DHABI,MEDICAL CENTER,SEHA,6331300,AHS,"8th floor TDIC Bldg. Behind MInistry of Labor Al Salam Street.
24th karama Street AUH"
M399,✔,✔,✔,✔,✔,✖,✖,DISEASE PREVENTION AND SCREENING CENTER- AL MARFA,Al Marfa Disease Prevention & Screening Center - مركز المرفأ للفحص والصحة الوقائية,ABU DHABI,MEDICAL CENTER,SEHA,02-,AHS,138th St. Neima District Al Ain
M393,✔,✔,✔,✔,✔,✖,✖,DISEASE PREVENTION AND SCREENING CENTER- DELMA,Delma Disease Prevention & Screening Center,ABU DHABI,MEDICAL CENTER,SEHA,02-8781888,AHS,Western Region Delma Island Abudhabi.
M392,✔,✔,✔,✔,✔,✖,✖,DISEASE PREVENTION AND SCREENING CENTER- GAITHY,Ghayathi Disease Prevention & Screening Center - مركز غياثي للفحص والصحة الوقائية,ABU DHABI,MEDICAL CENTER,SEHA,02- 811 6900,AHS,Al Dhafra Club in Ghayathi
M396,✔,✔,✔,✔,✔,✖,✖,DISEASE PREVENTION AND SCREENING CENTER- MADINAT ZAYED,Madinat Zayed Disease Prevention & Screening Center - مركز مدينة زايد للفحص والصحة الوقائية,ABU DHABI,MEDICAL CENTER,SEHA,02-8846223,AHS,Madinat Zayed Old Hospital AUH
M395,✔,✔,✔,✔,✔,✖,✖,DISEASE PREVENTION AND SCREENING CENTER- MUSSAFAH,Mussafah Disease Prevention & Screening Center - مركز مصفح للفحص والصحة الوقائية,ABU DHABI,MEDICAL CENTER,SEHA,02 651 0555,AHS,Al Ain-Abu Dhabi Road Mussafah Opposite Adnoc Petrol Station
M1170,✔,✔,✔,✔,✔,✖,✖,Disease Prevention and Screening Center- Shahama,Shahama Disease Prevention & Screening Center - مركز الشهامة للفحص والصحة الوقائية,ABU DHABI,MEDICAL CENTER,SEHA,02 811 4263,AL SHAHAMA,Al Shahama Opp. Abu Dhabi Islamic Bank - Abu Dhabi
M394,✔,✔,✔,✔,✔,✖,✖,DISEASE PREVENTION AND SCREENING CENTER- SILA,Sela Disease Prevention & Screening Center - مركز السلع للفحص والصحة الوقائية,ABU DHABI,MEDICAL CENTER,SEHA,02 872 1555,AHS,Al Sila Hospital Western Region Abu Dhabi
M400,✔,✔,✔,✔,✔,✖,✖,DISEASE PREVENTION AND SCREENING CENTER- SWEIHAN,Sweihan Disease Prevention & Screening Center - مركز سويحان للفحص والصحة الوقائية,ABU DHABI,MEDICAL CENTER,SEHA,03 746 1762,AHS,Sweihan Al Ain
M880,✔,✔,✔,✔,✔,✔,✔,DOCTOR ATIQUR RAHMAN POLYCLINIC LLC,Dr Atiqur Rahman Polyclinic,ABU DHABI,MEDICAL CENTER,-,26398331,AL DANAH,corner star sports building. Al Danah
B108,✔,✔,✔,✔,✔,✔,✔,DR. GUPTA MEDICAL CLINIC,Dr Gupta Medical And Dental Center Llc,ABU DHABI,MEDICAL CENTER,-,02-6337357,ELECTRA,"Electa Street, K.M. Trading Show Room Bldg., P.O. Box: 47145"
A202,✔,✔,✔,✔,✔,✖,✖,DR. NIZAR NAYEF YOUNIS CLINIC,Dr. Nizar Nayef Younis Clinic,ABU DHABI,MEDICAL CENTER,-,02-6333224,ISTIKLAL STREET,"Flat 203, Raeesa Darwish Rumaitha Bldg., Istiklal Street, P.O. Box: 7901"
B087,✔,✔,✔,✔,✖,✖,✖,WE CARE MEDICAL CENTRE - L.L.C (EX. DR REZA SODAGAR CLINIC),Reza Sodagar Clinic,ABU DHABI,MEDICAL CENTER,-,02-6218005,ELECTRA,"Electra Rd, Salhia Bldg. , Opp. Emirates supermkt, P.O. Box: 51370"
M617,✔,✔,✔,✔,✔,✔,✔,EASTERN AL AHILI MEDICAL CENTER - BRANCH 1,Eastern Al Ahalia Branch 1,ABU DHABI,MEDICAL CENTER,AL AHALIA MEDICAL GROUP,02-4442235,MUSAFFAH,Opp HAMDAN CENTER HAMDAN Street HAMDAN
A207,✔,✔,✔,✔,✔,✔,✔,EASTERN AL AHLI MEDICAL CENTER,Eastren Ahalia Medical Center Mafarq,ABU DHABI,MEDICAL CENTER,AL AHALIA MEDICAL GROUP,02-5856005,AL MAFRAQ,Mafraq Workers City-2
M498,✔,✔,✔,✖,✖,✖,✖,EHG EMIRATES HOSPITAL DAY SURGERY LLC,"Emirates Hospital Day Surgery, Al Khalidiyah, Abu Dhabi",ABU DHABI,MEDICAL CENTER,EMIRATES HOSPITAL GROUP,02-5014000,KHALIDIYA,"Mubarak Bin Mohammed Street, Beside Khalidiya Mall, The Shining Tower Bldg., Podium 2"
M753,✔,✔,✔,✔,✔,✔,✔,EMERALD MEDICAL CENTRE LLC,Emerald Medical And Dental Center,ABU DHABI,MEDICAL CENTER,EMERALD GROUP,02 5554164,MUSAFFAH,"16 STREET , M 37, ICAD, MUSAFFAH , ABU DHABI"
B034,✔,✔,✔,✔,✔,✔,✔,HEALTHLINE PRIMARY HEALTHCARE (EX. EMIRATES FILIPINO MEDICAL CLINIC),Emirates Filipino Medical Clinic,ABU DHABI,MEDICAL CENTER,HEALTHLINE MEDICAL GROUP,25668600; 0569301400,Baniyas,"P O Box 74812, 6 Al Tala-i' St Baniyas East 8, Abudhabi"
M998,✔,✔,✔,✔,✔,✔,✔,Dijla Medical Center L.L.C - O.P.C (EX. EMIRATES JORDANIAN MEDICAL CENTER),Dijla Medical Centre,ABU DHABI,MEDICAL CENTER,-,02-5866999,WEST BANIYAS,"Emirates Jordanian Medical Center, Post Box No. 79814, Baniyas West, Beside Court, Baniyas, Abu Dhabi, UAE."
M1171,✔,✔,✔,✔,✔,✖,✖,ETIHAD VISA SCREENING CENTER,Etihad Disease Prevention & Screening Center - مركز الاتحاد للفحص والصحة الوقائية,ABU DHABI,MEDICAL CENTER,SEHA,800 50,KHALIFA,Khalifa A Etihad Plaza - Abu Dhabi
M808,✔,✔,✔,✔,✔,✔,✔,EVER CARE MEDICAL CLINIC,Ever Care Medical Center,ABU DHABI,MEDICAL CENTER,-,024457667,MUSAFFAH,Shop # 3/4 Musaffah 17
M1141,✔,✔,✔,✔,✔,✔,✔,EXCELLENT MEDICAL CENTER L.L.C,Excellent Medical Center Llc,ABU DHABI,MEDICAL CENTER,-,02-5544469,AL MAFRAQ,"AL SAWAEED RESIDENTIAL COMPOUND, WORKERS CITY 2. AL MAFRAQ, ABU DHABI"
M454,✔,✔,✔,✔,✔,✔,✔,EXPRESS GHAYATHI CLINIC,Express Ghayathi Clinic,ABU DHABI,MEDICAL CENTER,HALA HEALTHCARE GROUP,02-8744430,WESTERN REGION,"UAE Exchange Bldg., Sanayya, Ghayathi, Western Region, Abu Dhabi"
M760,✔,✔,✔,✔,✔,✔,✔,FAMOUS MEDICAL CENTRE LLC,Famous Medical Center Llc,ABU DHABI,MEDICAL CENTER,ABU SALMAN MC GROUP,02-5551866,MUSSAFAH M-10,"MUSSAFAH M-10, INDUSTRIAL AREA, NEAR LAL MARKET, PLOT 48, GROUND FLOOR, MUSSAFAH M-10, INDUSTRIAL AREA, P.O. Box:115053"
M405,✔,✔,✔,✔,✔,✖,✖,First Global Clinic – Sole Proprietorship L.L.C,First Global Clinic | فيرست جلوبال كلينك,ABU DHABI,MEDICAL CENTER,-,02-6650015,KHALIDIYA,"Zayed the 1st Street, Khalidiya, Abu Dhabi, P.O. Box: 63126, Abu Dhabi"
M034,✔,✔,✔,✔,✔,✔,✔,FREEDOM MEDICAL POLY CLINIC,Freedom Medical Poly Clinic Llc,ABU DHABI,MEDICAL CENTER,-,02 6336744,MUSAFFAH,Building 4 Musaffah M-4 Abu Dhabi
M866,✔,✔,✔,✔,✔,✔,✔,FUTURE MEDICAL CENTRE,Future Medical Centre,ABU DHABI,MEDICAL CENTER,FUTURE MC,02-4484455,MUROOR STREET,"M1, Al Mulla Pharmacy Building, Near KFC, Opposite to Pakistani School, Muroor Street, Abu  Dhabi, UAE, P.O. Box:70936"
M711,✔,✔,✔,✔,✔,✔,✔,GENET DENTAL CENTER L.L.C,Genet Dental Center,ABU DHABI,MEDICAL CENTER,-,02 6669945,MUROOR ROAD,"JUNAIBI TOWER 2ND FLOOR, OPPOSITE OF EMIRATES DISCOUNT MARKET,MUROOR ROAD, P.O. Box:72827,  ABU DHABI, UAE"
M991,✔,✔,✔,✔,✔,✔,✔,GERMAN ADVANCE MEDICAL CENTER L.L.C.,German Advance Medical Centre L.L.C. - مركز الالماني المتقدم الطبي ذ.م.م,ABU DHABI,MEDICAL CENTER,-,02 444 1529,BANIYAS EAST 8,"P O Box - 56797, Villa No.17, Baniyas East 8"
M858,✔,✔,✔,✔,✔,✔,✔,GLITTER DRINGENDEN CLINIC,Glitter Dringenden Clinics,ABU DHABI,MEDICAL CENTER,-,02-6266675,AL NAHYAN CAMP,"DELMA STREET OPPOSITE TRANSMED OFFICE , AL NAHYAN CAMP, P.O. Box:70390, ABU DHABI"
M615,✔,✔,✔,✔,✔,✔,✔,GOLDEN HEALTH MEDICAL CENTER,Golden Care Medical Centre,ABU DHABI,MEDICAL CENTER,Right Health Investment LLC,02 585 5552,HAMEEM WORKER CITY,Mafraq Workers City - Al BihouthHameem - Al Bihouth - Hameem Worker City
